Marca temporal;Autorizo;®Planea usted iniciar estudios universitarios en los pr¢ximos dos a§os?;®Cu†l es su edad? ;GÇnero ;Grado que cursa actualmente  o titulo profesional obtenido;Tipo de instituci¢n Educativa;Nombre del establecimiento educativo en el cual esta estudiando o es Egresado(a) ;Departamento donde reside;Municipio  donde reside;®Ha cursado estudios complementarios en programaci¢n o an†lisis de datos?;"®Cu†l es el nivel de adopci¢n de IA en su organizaci¢n o establecimiento educativo? 
Donde 1 (Nulo o Inexistente) y 5 (Muy alto o Avanzado) ";®Considera que la IA transformar† la mayor°a de los empleos en la pr¢xima dÇcada?;®Cree usted que la regi¢n Orinoqu°a requiere m†s profesionales especializados en IA?;®Esta de acuerdo con que los riesgos Çticos de la IA deben abordarse en los planes de estudio?;"®QuÇ tan familiarizado(a) est†s con la ?inteligencia artificial??
Donde 1 (Nada familiarizado(a)) y 5 (Muy familiarizado(a)) ";®Ha usado aplicaciones con IA (Chat GPT, Gemini, Copilot, filtros de fotos, chatbots. etc)?  ;®QuÇ tan importante cree que ser† aprender a programar para tu futuro?  ;®Le gustar°a participar en proyectos escolares con robots, drones o apps que usen IA?  ; ®En quÇ †reas cree que la IA puede ayudar a tu comunidad?  ;®Cu†l de los siguientes programas acadÇmicos  relacionados con tecnolog°a inform†tica ser°a su primera opci¢n de inscripci¢n?  Escoger solo uno;®Estar°a dispuesto a matricularse en el programa de Ingenier°a en IA en Unitropico?;®QuÇ nivel de importancia tiene para usted el costo de la matr°cula? ;®QuÇ tan relevante es la cercan°a del del campus universitario a su lugar de residencia? ;®Cu†nta importancia otorga usted al prestigio de la universidad para realizar el programa de ingenier°a en IA?  ;En el mercado laboral actual, ®QuÇ tan probable considera que un egresado de Ingenier°a en Inteligencia Artificial obtenga empleo en su campo? ;®QuÇ relevancia tiene para usted la disponibilidad de becas u otros apoyos financieros?  ;Puntuaci¢n
9/3/2025 16:32:53;Si;Si;Menos de 17 a§os;Femenino;Decimo;No Oficial (privada);Colegio Bethel ;Casanare;Yopal;Si;1;5;4;Ni de acuerdo ni en desacuerdo;4;5;5;Tal vez;Medio ambiente, Salud, Educaci¢n, Agricultura, Seguridad;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Tal vez;Importante;Muy importante;Poco;Muy probable;5;
9/3/2025 16:32:58;Si;Si;Menos de 17 a§os;Femenino;Decimo;Oficial (P£blica);Teresa de Calcuta ;Casanare;Yopal ;No;3;1;3;Ni de acuerdo ni en desacuerdo;4;5;4;Si;Medio ambiente, Salud, Educaci¢n;Ingenier°a de Sistemas;Si;Nada Importante;Poco;Moderado;Probable;5;
9/3/2025 16:33:23;Si;Si;Menos de 17 a§os;Femenino;Decimo;Oficial (P£blica);Teresa de Calcuta ;Casanare;Yopal ;No;3;5;3;De acuerdo;3;4;5;Si;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad;Ingenier°a de Sistemas;Si;Muy importante;Importante;Poco;Probable;5;
9/3/2025 16:33:41;Si;Si;Menos de 17 a§os;Femenino;Decimo;Oficial (P£blica);I.E. Teresa de Calcuta ;Casanare;Yopal -Casanare ;No;3;5;5;Totalmente de acuerdo;3;4;5;Tal vez;Entretenimiento, Otro;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Tal vez;Muy importante;Muy importante;Moderado;Muy probable;5;
9/3/2025 16:37:54;Si;Si;Menos de 17 a§os;Femenino;Decimo;Oficial (P£blica);Teresa de Calcuta;Casanare;Yopal casanare;Si;3;5;5;De acuerdo;3;3;5;Si;Medio ambiente, Salud, Educaci¢n, Entretenimiento;Ingenier°a de Sistemas;Si;Moderado;Poco;Moderado;Muy probable;5;
9/3/2025 17:00:23;Si;Si;Menos de 17 a§os;Femenino;Decimo;No Oficial (privada);Colegio bethel ;Casanare;Yopal ;No;3;3;4;Ni de acuerdo ni en desacuerdo;3;4;3;Tal vez;Salud, Educaci¢n, Entretenimiento, Otro;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Tal vez;Moderado;Moderado;Moderado;Neutral / No estoy seguro(a);3;
9/3/2025 17:11:41;Si;Si;Menos de 17 a§os;Masculino;Decimo;Oficial (P£blica);Luis Hern†ndez Vargas ;Casanare;Yopal;Si;4;5;3;Ni de acuerdo ni en desacuerdo;3;4;4;Tal vez;Medio ambiente, Salud, Entretenimiento, Seguridad;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Tal vez;Importante;Moderado;Moderado;Probable;3;
9/3/2025 17:19:16;Si;Si;Menos de 17 a§os;Masculino;Decimo;No Oficial (privada);Colegio Bethel;Casanare;Yopal;Si;3;4;3;Ni de acuerdo ni en desacuerdo;3;5;5;Tal vez;Medio ambiente, Salud, Entretenimiento, Seguridad;Ingenier°a en Inteligencia Artificial;Tal vez;Moderado;Moderado;Moderado;Probable;4;
9/3/2025 17:21:55;Si;Si;Menos de 17 a§os;Masculino;Decimo;Oficial (P£blica);Colegio bethel;Casanare;Yopal;Si;1;3;5;De acuerdo;2;4;3;Si;Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad, Otro;Ingenier°a Mecatr¢nica;Si;Poco;Moderado;Moderado;Muy probable;2;
9/3/2025 17:22:01;Si;No sabe;Menos de 17 a§os;Masculino;Decimo;No Oficial (privada);Bethel ;Casanare;Yopal ;Si;2;4;3;Ni de acuerdo ni en desacuerdo;3;5;3;No;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad;Ingenier°a en Ciberseguridad;No;Importante;Moderado;Moderado;Neutral / No estoy seguro(a);4;
9/3/2025 17:42:38;Si;Si;Menos de 17 a§os;Masculino;Decimo;Oficial (P£blica);IE TERESA CALCUTA;Casanare;Yopal;No;3;4;2;Totalmente en desacuerdo;5;5;5;Si;Medio ambiente, Salud, Educaci¢n;Ingenier°a de Sistemas;Si;Moderado;Importante;Importante;Neutral / No estoy seguro(a);5;
9/3/2025 17:56:48;Si;No;27 - 45 a§os;Femenino;Profesional Graduado;No Oficial (privada);UNIVERSIDAD EXTERNADO DE COLOMBIA;Boyac†;Sogamoso;No;3;5;5;Totalmente de acuerdo;3;5;5;Tal vez;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;No;Muy importante;Muy importante;Muy importante;Muy probable;5;
9/3/2025 18:09:07;Si;Si;Menos de 17 a§os;Masculino;Decimo;No Oficial (privada);Colegio Bethel ;Casanare;Yopal;Si;3;5;4;Totalmente de acuerdo;3;5;5;Si;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad, Otro;Ingenier°a en Inteligencia Artificial;Tal vez;Importante;Moderado;Moderado;Muy probable;5;
9/3/2025 18:21:33;Si;No sabe;Menos de 17 a§os;Femenino;Decimo;Oficial (P£blica);Luis Hern†ndez vargas;Casanare;Yopal;Si;3;3;2;Ni de acuerdo ni en desacuerdo;4;4;4;Tal vez;Salud, Educaci¢n, Entretenimiento, Seguridad;Ingenier°a de Sistemas;Tal vez;Importante;Muy importante;Moderado;Neutral / No estoy seguro(a);5;
9/3/2025 18:34:55;Si;Si;Menos de 17 a§os;Masculino;Decimo;No Oficial (privada);Colegio Bethel;Casanare;Yopal;Si;3;5;3;Ni de acuerdo ni en desacuerdo;5;5;5;Tal vez;Salud, Educaci¢n, Entretenimiento;Ingenier°a de Sistemas;Tal vez;Importante;Moderado;Moderado;Neutral / No estoy seguro(a);2;
9/3/2025 18:41:00;Si;No sabe;Mayor de 46 a§os;Femenino;Profesional Graduado;Oficial (P£blica);Universidad Pedag¢gica y Tecnol¢gica de Colombia;Boyac†;Sogamoso ;No;5;5;5;Totalmente de acuerdo;1;1;5;Tal vez;Otro;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Tal vez;Muy importante;Muy importante;Muy importante;Muy probable;5;
9/3/2025 19:06:44;Si;No sabe;Menos de 17 a§os;Femenino;Decimo;No Oficial (privada);Bethel ;Casanare;Yopal ;No;4;5;5;De acuerdo;4;3;2;Tal vez;Agricultura, Entretenimiento, Seguridad;Ingenier°a en Automatizaci¢n;Tal vez;Moderado;Moderado;Importante;Neutral / No estoy seguro(a);3;
9/3/2025 19:11:52;Si;Si;Menos de 17 a§os;Femenino;Decimo;Oficial (P£blica);Instituci¢n Educativa Teresa de Calcuta ;Casanare;Yopal ;No;3;3;3;Ni de acuerdo ni en desacuerdo;4;5;5;Tal vez;Entretenimiento;Ingenier°a en Ciberseguridad;Si;Muy importante;Moderado;Importante;Probable;5;
9/3/2025 19:21:43;Si;Si;Menos de 17 a§os;Masculino;Decimo;No Oficial (privada);Bethel;Casanare;Yopal ;Si, No;4;5;3;Totalmente de acuerdo;3;5;5;Si;Otro;Ingenier°a en Inteligencia Artificial;Si;Moderado;Poco;Poco;Probable;3;
9/3/2025 19:37:57;Si;Si;Menos de 17 a§os;Masculino;Decimo;Oficial (P£blica);Luis Hern†ndez Vargas;Casanare;Casanare ;Si;3;5;4;De acuerdo;5;5;5;Si;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad;Ingenier°a de Sistemas;Tal vez;Importante;Moderado;Moderado;Neutral / No estoy seguro(a);3;
9/3/2025 20:09:14;Si;No sabe;Menos de 17 a§os;Femenino;Decimo;Oficial (P£blica);Luis Hern†ndez vargas;Casanare;Yopal ;Si;3;4;4;De acuerdo;3;4;4;No;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad;Ingenier°a de Sistemas;Tal vez;Importante;Moderado;Importante;Neutral / No estoy seguro(a);4;
9/3/2025 20:10:45;Si;Si;Menos de 17 a§os;Masculino;Once;No Oficial (privada);Bethel;Casanare;Yopal;No;4;4;3;Ni de acuerdo ni en desacuerdo;4;5;4;Si;Salud, Educaci¢n, Agricultura, Entretenimiento;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Tal vez;Importante;Importante;Muy importante;Poco probable;5;
9/3/2025 20:13:55;Si;Si;18 - 22 a§os;Masculino;Once;No Oficial (privada);Bethel;Casanare;Yopal;Si;5;5;5;Totalmente de acuerdo;5;5;5;Tal vez;Entretenimiento;Ingenier°a de Sistemas;Si;Importante;Importante;Importante;Probable;5;
9/3/2025 20:15:37;Si;Si;18 - 22 a§os;Masculino;Once;No Oficial (privada);Bethel;Casanare;Yopal;Si;5;5;5;De acuerdo;5;5;5;Tal vez;Entretenimiento;Ingenier°a Mecatr¢nica;Si;Importante;Importante;Importante;Probable;5;
9/3/2025 20:28:04;Si;Si;Menos de 17 a§os;Masculino;Once;No Oficial (privada);Bethel;Casanare;Yopal;No;3;5;5;Totalmente de acuerdo;4;5;4;Tal vez;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Tal vez;Importante;Importante;Muy importante;Neutral / No estoy seguro(a);5;
9/3/2025 20:40:38;Si;Si;Menos de 17 a§os;Masculino;Decimo;Oficial (P£blica);Instituci¢n Educativa Teresa De Calcuta;Casanare;Yopal;No;3;3;3;Ni de acuerdo ni en desacuerdo;3;4;4;Tal vez;Medio ambiente;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Si;Importante;Moderado;Importante;Neutral / No estoy seguro(a);5;
9/3/2025 21:05:43;Si;Si;Menos de 17 a§os;Masculino;Decimo;No Oficial (privada);BETHEL;Casanare;Yopal ;Si;2;5;5;Totalmente de acuerdo;5;5;5;Tal vez;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Tal vez;Importante;Importante;Moderado;Probable;5;
9/3/2025 21:37:21;Si;Si;Menos de 17 a§os;Femenino;Decimo;No Oficial (privada);Colegio bethel;Casanare;Yopal ;No;4;4;4;Totalmente de acuerdo;5;5;5;Tal vez;Educaci¢n;Ingenier°a de Sistemas;Tal vez;Moderado;Moderado;Moderado;Probable;5;
9/3/2025 22:03:06;Si;Si;Menos de 17 a§os;Masculino;Decimo;No Oficial (privada);Bethel;Casanare;Yopal;Si;1;2;2;Ni de acuerdo ni en desacuerdo;1;1;2;Tal vez;Educaci¢n;Ingenier°a en Inteligencia Artificial;Tal vez;Importante;Importante;Importante;Neutral / No estoy seguro(a);3;
9/3/2025 22:29:30;Si;Si;18 - 22 a§os;Masculino;Estudiante Universitario;Oficial (P£blica);Unitropico;Casanare;Yopal;Si;4;5;5;De acuerdo;4;5;5;Si;Educaci¢n;Ingenier°a en Inteligencia Artificial;Si;Moderado;Moderado;Importante;Probable;4;
9/4/2025 9:39:22;Si;No sabe;18 - 22 a§os;Masculino;Estudiante Universitario;Oficial (P£blica);Unitropico ;Casanare;Yopal;Si;3;4;4;Totalmente en desacuerdo;3;4;5;Si;Salud, Educaci¢n;Ingenier°a en Inteligencia Artificial;Si;Importante;Importante;Importante;Probable;4;
9/4/2025 9:40:38;Si;Si;18 - 22 a§os;Masculino;Estudiante Universitario;Oficial (P£blica);Unitripico ;Casanare;Yopal ;No;2;5;5;De acuerdo;3;5;4;Tal vez;Medio ambiente, Salud, Educaci¢n, Agricultura, Seguridad;Ingenier°a de Sistemas;Tal vez;Importante;Importante;Moderado;Probable;5;
9/4/2025 9:41:26;Si;Si;23 - 26 a§os;Masculino;Estudiante Universitario;Oficial (P£blica);Unitr¢pico;Casanare;Yopal;Si;3;4;5;De acuerdo;5;5;3;Tal vez;Salud, Educaci¢n, Agricultura, Seguridad;Ingenier°a en Inteligencia Artificial;Si;Muy importante;Moderado;Moderado;Neutral / No estoy seguro(a);5;
9/4/2025 9:42:03;Si;Si;18 - 22 a§os;Masculino;Estudiante Universitario;Oficial (P£blica);Unitr¢pico;Casanare;Yopal;Si;3;5;5;Totalmente de acuerdo;5;5;5;Si;Salud, Educaci¢n;Ciencia de Datos;Si;Muy importante;Poco;Moderado;Probable;5;
9/4/2025 9:42:06;Si;No sabe;27 - 45 a§os;Masculino;Profesional Graduado;Oficial (P£blica);Unitropico ;Casanare;YoPaL;Si;4;3;3;De acuerdo;5;5;4;No;Educaci¢n, Agricultura, Seguridad;Ingenier°a en Automatizaci¢n;Tal vez;Importante;Importante;Nada importante;Probable;4;
9/4/2025 9:59:35;Si;No;Mayor de 46 a§os;Masculino;Postgrado;Oficial (P£blica);Universidad Nacional Abierta y a Distancia UNAD;Casanare;Yopal;Si;2;4;5;Totalmente de acuerdo;3;3;5;Tal vez;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad;Ingenier°a en Inteligencia Artificial;Tal vez;Muy importante;Importante;Muy importante;Muy probable;5;
9/4/2025 10:01:37;Si;No;Mayor de 46 a§os;Masculino;Profesional Graduado;No Oficial (privada);Unisangil;Casanare;Yopal;No;3;4;5;Totalmente de acuerdo;3;4;5;Tal vez;Educaci¢n, Seguridad;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Tal vez;Muy importante;Moderado;Muy importante;Muy probable;4;
9/4/2025 10:08:48;Si;Si;27 - 45 a§os;Femenino;Estudiante Universitario;Oficial (P£blica);Unad;Casanare;Yopal ;No;3;5;5;Totalmente de acuerdo;4;5;5;Si;Otro;Ingenier°a Multimedia;Tal vez;Poco;Importante;Importante;Muy probable;5;
9/4/2025 10:20:55;Si;No sabe;27 - 45 a§os;Masculino;Profesional Graduado;No Oficial (privada);Cun;Casanare;Yopal;Si;5;5;5;De acuerdo;5;5;5;Tal vez;Seguridad;Ingenier°a de Sistemas;Tal vez;Muy importante;Muy importante;Muy importante;Muy probable;5;
9/4/2025 10:37:39;Si;No sabe;27 - 45 a§os;Masculino;Profesional Graduado;Oficial (P£blica);unitropico;Casanare;yopal;Si;3;4;3;Totalmente de acuerdo;5;5;1;Si;Educaci¢n;Ingenier°a en Ciberseguridad;Tal vez;Moderado;Moderado;Importante;Neutral / No estoy seguro(a);5;
9/4/2025 10:51:11;Si;No sabe;23 - 26 a§os;Masculino;Estudiante Universitario;Oficial (P£blica);UNAD;Casanare;Yopal;No;4;3;3;Totalmente de acuerdo;4;5;3;Tal vez;Seguridad;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;No;Moderado;Moderado;Moderado;Neutral / No estoy seguro(a);4;
9/4/2025 10:57:54;Si;Si;27 - 45 a§os;Femenino;Bachiller graduado;Oficial (P£blica);Braulio gonzalez;Casanare;Yopal ;No;2;2;3;Totalmente en desacuerdo;3;4;2;Si;Salud, Educaci¢n, Agricultura, Seguridad;Ingenier°a de Sistemas;No;Muy importante;Moderado;Moderado;Neutral / No estoy seguro(a);3;
9/4/2025 10:58:56;Si;Si;18 - 22 a§os;Masculino;TÇcnico graduado;Oficial (P£blica);SENA;Casanare;Yopal;No;3;5;4;Totalmente de acuerdo;2;4;5;Si;Educaci¢n, Seguridad;Ingenier°a de Sistemas;Tal vez;Muy importante;Moderado;Poco;Neutral / No estoy seguro(a);5;
9/4/2025 11:08:40;Si;No sabe;27 - 45 a§os;Femenino;Profesional Graduado;No Oficial (privada);Piloto de Colombia ;Otro;Yopal ;No;2;4;4;Totalmente de acuerdo;4;5;5;Tal vez;Seguridad;Ingenier°a en Inteligencia Artificial;Tal vez;Muy importante;Muy importante;Muy importante;Neutral / No estoy seguro(a);5;
9/4/2025 11:13:26;No;Si;18 - 22 a§os;Femenino;Bachiller graduado;Oficial (P£blica);Sena;Casanare;Yopal - Casanare;No;4;4;4;De acuerdo;4;4;5;Si;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad, Otro;Ingenier°a de Sistemas;Si;Importante;Importante;Moderado;Probable;5;
9/4/2025 12:09:30;Si;No sabe;Mayor de 46 a§os;Masculino;Profesional Graduado;Oficial (P£blica);Normal Superior Federico Lleras Acosta;Vichada;La Primavera;No;2;5;5;Totalmente de acuerdo;3;3;5;Si;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad;Ingenier°a en Inteligencia Artificial;Tal vez;Importante;Importante;Importante;Muy probable;4;
9/4/2025 13:47:57;Si;Si;Menos de 17 a§os;Femenino;Decimo;Oficial (P£blica);Teresa de Calcuta ;Casanare;Yopal ;No;1;3;2;En desacuerdo;3;3;5;Si;Educaci¢n;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Tal vez;Importante;Muy importante;Moderado;Muy probable;5;
9/5/2025 6:39:14;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Instituci¢n Educativa Lucila Piragauta ;Casanare;Yopal ;Si;3;5;3;Ni de acuerdo ni en desacuerdo;4;5;5;Si;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad, Otro;Ingenier°a de Sistemas;Si;Moderado;Importante;Moderado;Neutral / No estoy seguro(a);4;
9/5/2025 6:49:44;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Lucila Piragauta;Casanare;Yopal;No;4;5;4;En desacuerdo;4;5;5;Si;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad;Ingenier°a de Sistemas;Si;Moderado;Moderado;Poco;Probable;5;
9/5/2025 7:11:08;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);I.E Lucila piragauta ;Casanare;Yopal;Si;2;3;3;Ni de acuerdo ni en desacuerdo;4;5;4;Tal vez;Medio ambiente, Salud, Agricultura, Entretenimiento;Ingenier°a de Sistemas;No;Moderado;Poco;Importante;Probable;5;
9/5/2025 7:12:17;Si;Si;18 - 22 a§os;Femenino;Once;Oficial (P£blica);Lucila piragua ;Casanare;Yopal;No;3;3;2;De acuerdo;2;2;4;No;Agricultura, Entretenimiento, Seguridad;Ingenier°a en Inteligencia Artificial;Tal vez;Poco;Moderado;Moderado;Probable;5;
9/5/2025 7:14:38;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Instituci¢n educativa Lucila piragauta ;Casanare;Yopal;No;3;3;5;Ni de acuerdo ni en desacuerdo;4;5;4;Si;Medio ambiente, Salud, Educaci¢n, Agricultura, Seguridad;Ingenier°a de Sistemas;Si;Importante;Poco;Moderado;Muy probable;3;
9/5/2025 7:15:09;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Lucila Piragauta;Casanare;Yopal;No;3;3;5;Ni de acuerdo ni en desacuerdo;3;4;4;Si;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad;Ingenier°a de Sistemas;Si;Moderado;Importante;Moderado;Neutral / No estoy seguro(a);5;
9/5/2025 7:15:21;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);institucion educativa lucila piragauta;Casanare;yopal;Si;3;4;4;De acuerdo;5;5;4;Si;Medio ambiente, Salud, Educaci¢n, Agricultura;Ingenier°a de Sistemas;Si;Nada Importante;Moderado;Importante;Neutral / No estoy seguro(a);3;
9/5/2025 7:15:26;Si;Si;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);Lucila Piragauta ;Casanare;Yopal;Si;2;3;2;Ni de acuerdo ni en desacuerdo;2;3;3;Si;Educaci¢n, Entretenimiento, Seguridad;Ingenier°a en Automatizaci¢n;No;Moderado;Moderado;Poco;Poco probable;3;
9/5/2025 7:16:11;Si;Si;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);Instituci¢n educativa lucila piragauta ;Casanare;Yopal;Si;2;3;2;Ni de acuerdo ni en desacuerdo;2;5;4;Si;Salud, Educaci¢n, Seguridad;Ingenier°a Mecatr¢nica;Tal vez;Moderado;Poco;Moderado;Neutral / No estoy seguro(a);3;
9/5/2025 7:16:56;Si;Si;18 - 22 a§os;Masculino;Once;Oficial (P£blica);Instituci¢n Educativa Lucila Piragauta;Casanare;Yopal;Si;1;4;5;Totalmente de acuerdo;3;5;5;Si;Salud, Entretenimiento, Seguridad;Ingenier°a en Ciberseguridad;Si;Moderado;Nada importante;Moderado;Neutral / No estoy seguro(a);4;
9/5/2025 7:17:08;Si;Si;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);Lucila Piragauta ;Casanare;Yopal;Si;3;5;4;De acuerdo;4;5;4;Si;Medio ambiente, Salud, Educaci¢n, Agricultura, Seguridad;Ingenier°a Electr¢nica;Tal vez;Importante;Moderado;Importante;Neutral / No estoy seguro(a);5;
9/5/2025 7:20:24;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Lucila Piragauta ;Casanare;Yopal;Si;3;4;4;De acuerdo;4;5;4;Si;Agricultura;Ciencia de Datos;Tal vez;Importante;Importante;Moderado;Probable;3;
9/5/2025 7:22:20;Si;Si;18 - 22 a§os;Masculino;Once;Oficial (P£blica);instituci¢n educativa Lucila piraguata;Casanare;yopal;Si;1;5;4;De acuerdo;3;4;5;Si;Otro;Ingenier°a en Inteligencia Artificial;Si;Moderado;Poco;Moderado;Neutral / No estoy seguro(a);3;
9/5/2025 7:23:02;Si;No sabe;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Inst lucila pigarauta;Casanare;Yopal;Si;3;3;2;Ni de acuerdo ni en desacuerdo;3;5;4;Tal vez;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad, Otro;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Tal vez;Importante;Moderado;Moderado;Neutral / No estoy seguro(a);3;
9/5/2025 7:23:10;Si;Si;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);Lucila Piragauta ;Casanare;Yopal;Si;4;3;4;De acuerdo;4;5;5;Si;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad, Otro;Ingenier°a en Ciberseguridad;Si;Importante;Poco;Importante;Neutral / No estoy seguro(a);5;
9/5/2025 7:23:19;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Instituci¢n educativa Lucila Piragauta ;Casanare;Yopal;No;2;4;5;Totalmente de acuerdo;5;5;5;Tal vez;Medio ambiente, Salud, Educaci¢n, Agricultura, Entretenimiento, Seguridad;Ingenier°a de Sistemas;Tal vez;Moderado;Muy importante;Moderado;Probable;5;
9/5/2025 7:25:01;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Lucila piragauta ;Casanare;Yopal ;No;3;3;3;Ni de acuerdo ni en desacuerdo;3;3;4;Tal vez;Educaci¢n, Entretenimiento;Ingenier°a de Sistemas;Si;Muy importante;Importante;Importante;Muy probable;5;
9/5/2025 7:33:35;Si;No sabe;Menos de 17 a§os;Femenino;Once;Oficial (P£blica);Lucila Piragauta ;Casanare;Yopal ;No;3;1;3;En desacuerdo;5;3;3;Tal vez;Otro;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;Tal vez;Importante;Moderado;Moderado;Poco probable;4;
9/5/2025 7:51:41;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Instituci¢n educativa lucila piragauta ;Casanare;Yopal;No;2;3;4;De acuerdo;3;4;5;Si;Otro;Ingenier°a de Sistemas;Si;Poco;Importante;Importante;Neutral / No estoy seguro(a);4;
9/5/2025 7:53:05;Si;Si;18 - 22 a§os;Femenino;Once;Oficial (P£blica);LUCILA PIRAGAUTA;Casanare;Yopal casanare;No;4;1;5;Ni de acuerdo ni en desacuerdo;5;5;5;Tal vez;Entretenimiento, Seguridad;Estoy interesado(a) en explorar otras disciplinas acadÇmicas fuera de la tecnolog°a;No;Importante;Muy importante;Moderado;Probable;4;
9/5/2025 8:05:50;Si;No sabe;18 - 22 a§os;Masculino;Once;Oficial (P£blica);Instituci¢n Educativa Lucila Piragauta ;Casanare;Yopal Casanare ;No;2;5;4;De acuerdo;3;5;5;Si;Educaci¢n;Ingenier°a en Ciberseguridad;Si;Moderado;Moderado;Importante;Neutral / No estoy seguro(a);5;
9/5/2025 8:28:08;Si;Si;18 - 22 a§os;Femenino;Once;Oficial (P£blica);Instituci¢n educativa Lucila piragauta;Casanare;Yopal ;No;3;5;5;Ni de acuerdo ni en desacuerdo;5;5;5;Si;Medio ambiente, Salud, Educaci¢n, Agricultura, Seguridad;Ingenier°a en Inteligencia Artificial;Si;Importante;Nada importante;Muy importante;Muy probable;5;
9/5/2025 8:43:27;Si;Si;18 - 22 a§os;Masculino;Once;Oficial (P£blica);Solmerida builes ;Vichada;La primavera ;No;3;4;5;De acuerdo;3;4;5;Si;Educaci¢n;Ingenier°a en Inteligencia Artificial;Si;Muy importante;Importante;Muy importante;Neutral / No estoy seguro(a);5;
9/5/2025 8:44:33;Si;Si;Menos de 17 a§os;Masculino;Decimo;Oficial (P£blica);Solmerida Builes ;Vichada;Primavera ;No;1;5;5;Totalmente de acuerdo;4;5;5;Si;Educaci¢n;Ingenier°a en Inteligencia Artificial;Si;Muy importante;Moderado;Poco;Neutral / No estoy seguro(a);5;
9/5/2025 8:45:16;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Instituci¢n educativa solmerida builes ;Vichada;La primavera ;No;3;2;3;Ni de acuerdo ni en desacuerdo;3;4;5;Tal vez;Salud, Educaci¢n;Ingenier°a Mecatr¢nica;Tal vez;Importante;Poco;Importante;Neutral / No estoy seguro(a);2;
9/5/2025 8:46:06;Si;Si;Menos de 17 a§os;Masculino;Once;Oficial (P£blica);Solmerida huiles;Vichada;La primavera ;Si;3;3;3;En desacuerdo;4;5;3;Si;Educaci¢n;Ingenier°a Electr¢nica;Si;Muy importante;Importante;Importante;Neutral / No estoy seguro(a);1;
